# WMO OSCAR/Space 对地观测仪器目录
# 来源: https://space.oscar.wmo.int/api/v1/instruments（42 页）
# 文档: https://space.oscar.wmo.int/apidoc/
# 许可: 可自由使用与再分发，须致谢 WMO；WMO 不对准确性作担保
# 署名: WMO OSCAR/Space, https://space.oscar.wmo.int/
# 生成: python scripts/fetch_oscar_instruments.py   —— 请勿手工编辑
#
# 每行 10 列，制表符分隔: oscar_id	slug	acronym	fullname	agency	instrument_type	classification	wigos_subcomponent	satellite_count	variables
1147	emu	EMU	Environmental Monitor Unit	ESA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at GEO', 'Proton sensor at GEO']}}}}	1	None|None
1148	gold	GOLD	Global-scale Observations of the Limb and Disk	NASA	Space radiometer or spectrometer	Solar and space environment monitors|Space radiometer or spectrometer	{'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['UV spectral imager [from GEO, HEO, MEO, LEO]']}}}}	1	None|None|None|None
1149	lep_e	LEP-e	Low-energy particle experiments - electron analyzer	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electron sensor [cross magnetosphere]']}}}}	1	None
1150	mep_e	MEP-e	Medium-energy particle experiments - electron analyzer	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electron sensor [cross magnetosphere]']}}}}	1	None
1151	hep_e	HEP-e	High-energy electron experiments	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electron sensor [cross magnetosphere]']}}}}	1	None
1152	xep_e	XEP-e	Extremely high-energy electron experiments	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electron sensor [cross magnetosphere]']}}}}	1	None
1153	lep_i	LEP-i	Low-energy particle experiments - ion mass analyzer	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Proton sensor [cross magnetosphere]', 'Alpha-particle sensor [cross magnetosphere]', 'Heavy ion sensor [cross magnetosphere]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'52': {'name': 'Neutral and Ion Mass Spectrometer', 'wigos-filters': ['Heavy ions mass spectrometer [from LEO and HEO]']}}}}	1	
1154	mep_i	MEP-i	Medium-energy particle experiments - ion mass analyzer	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Proton sensor [cross magnetosphere]', 'Alpha-particle sensor [cross magnetosphere]', 'Heavy ion sensor [cross magnetosphere]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'52': {'name': 'Neutral and Ion Mass Spectrometer', 'wigos-filters': ['Heavy ions mass spectrometer [from LEO and HEO]']}}}}	1	
1155	mgf_erg	MGF (ERG)	Magnetic field experiment	JAXA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	1	None
1156	pwe	PWE	Plasma Wave Experiment	JAXA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]', 'Electric field sensor [in LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]', 'Ionospheric plasma density']}}}}	1	None|None|None|None
1158	pms_3	PMS-3	Panchromatic and Multi-spectral CCD Camera - 3	CAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'57': {'name': 'High-resolution optical observation constellation (commercial)', 'wigos-filters': ['High-resolution optical observation constellation (commercial)']}}}}	0	
1159	carmen	CARMEN	Environment Characterization and Modelisation	CNES	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at LEO', 'Proton sensor at LEO', 'Plasma density sensor at LEO', 'Plasma temperature sensor at LEO', 'Plasma velocity sensor at LEO']}}}}	2	
1160	lpt	LPT	Light Particle Telescope	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at LEO', 'Proton sensor at LEO', 'Alpha-particle sensor at LEO', 'Plasma density sensor at LEO', 'Plasma temperature sensor at LEO', 'Plasma velocity sensor at LEO']}}}}	2	
1161	ghi	GHI	Geostationary High-speed Imager	CMA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'1': {'name': 'Multi-spectral VIS/IR imagery With rapid repeat cycles [in GEO]', 'wigos-filters': ['Multi-spectral VIS/IR imager with rapid repeat cycles [in GEO] ']}}}}	2	
1162	aliss_3	ALISS-3	Advanced Linear Imaging Self-Scanning Sensor - 3	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	2	
1163	atcor	ATCOR	Atmospheric Correction	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	2	None|None|None|None|None
1164	msu_ik_sr	MSU-IK-SR	Multi-channel medium and far IR range radiometer	Roscosmos	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	1	
1165	gsa	GSA	Hyperspectral imaging equipment	Roscosmos	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	0	
1166	shmsa_sr	ShMSA-SR	Medium resolution wide capture multispectral optical sensor	Roscosmos	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	0	
1167	shmsa_vr	ShMSA-VR	High resolution wide capture multispectral optical sensor	Roscosmos	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	0	
1168	floris	FLORIS	FLuORescence Imaging Spectrometer	ESA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	1	
1169	maia	MAIA	Multi-Angle Imager for Aerosols	NASA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'36': {'name': 'Multi-angle, multi-polarization radiometers', 'wigos-filters': ['Multi-angle, multi-polarization radiometer ']}}}}	2	
1170	oci_formosat	OCI (FORMOSAT)	Ocean Color Imager	NSPO	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Narrow-band imager (for ocean colour)']}}}}	1	
1171	ipei	IPEI	Ionospheric Plasma and Electrodynamics Instrument	NSPO	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric plasma density']}}}}	1	None
1172	rsi_formosat_5	RSI (FORMOSAT-5)	Remote Sensing Instrument	NSPO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
1173	aip	AIP	Advanced Ionospheric Probe	NSPO	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Heavy ion sensor at LEO']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'52': {'name': 'Neutral and Ion Mass Spectrometer', 'wigos-filters': ['Heavy ions mass spectrometer [from LEO and HEO]']}}}}	1	None
1176	awfi_2	AWFI-2	Advanced Wide Field Imager - 2	INPE	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
1177	aius	AIUS	Atmospheric Infrared Ultra-spectral spectrometer	CNSA	Limb sounder	Earth observation instrument|Limb sounders|Limb sounder	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'39': {'name': 'UV/VIS/NIR/IR/MW limb sounders', 'wigos-filters': ['UV/VIS/NIR/IR occultation limb sounder']}}}}	3	
1178	dpc	DPC	Directional Polarization Camera	CNSA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'36': {'name': 'Multi-angle, multi-polarization radiometers', 'wigos-filters': ['Multi-angle, multi-polarization radiometer ']}}}}	3	
1179	emi	EMI	Environment Monitoring Instrument	CNSA	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}}	3	
1180	gmi_gf_5	GMI (GF-5)	Greenhouse-gases Monitoring Instrument	CNSA	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}}	3	None|None
1181	xsar	XSAR	X-band Synthetic Aperture Radar	NEC	Imaging radar (SAR)	Earth observation instrument|Active and radio-occultation sensor|Imaging radar (SAR)	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'22': {'name': 'SAR imagers and altimeters', 'wigos-filters': ['SAR imager']}}}}	1	
1182	suit	SUIT	Solar Ultraviolet Imaging Telescope	ISRO	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar UV spectrometer [from L1, GEO, LEO]']}}}}	1	None
1183	aspex	ASPEX	Aditya Solar wind Particle Experiment	ISRO	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Proton sensor', 'Solar wind at L1 - Alpha-particle sensor', 'Solar wind at L1 - Heavy ion sensor', 'Solar wind at L1 - Plasma density sensor', 'Solar wind at L1 - Plasma temperature sensor', 'Solar wind at L1 - Plasma velocity sensor']}}}}	1	
1184	papa	PAPA	Plasma Analyzer Package for Aditya	ISRO	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Electron sensor', 'Solar wind at L1 - Proton sensor', 'Solar wind at L1 - Alpha-particle sensor', 'Solar wind at L1 - Heavy ion sensor', 'Solar wind at L1 - Plasma density sensor', 'Solar wind at L1 - Plasma temperature sensor', 'Solar wind at L1 - Plasma velocity sensor']}}}}	1	
1185	solexs	SoLEXS	Solar Low Energy X-ray Spectrometer	ISRO	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar X-ray spectrometer [from L1, GEO, LEO]']}}}}	1	None
1186	hel1os	HEL1OS	High Energy L1 Orbiting X-ray Spectrometer	ISRO	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar X-ray spectrometer [from L1, GEO, LEO]']}}}}	1	None
1187	magnetometer_aditya	Magnetometer (Aditya)	Magnetometer	ISRO	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Magnetometer']}}}}	1	None
1188	mxgs	MXGS	Modular X-ray and Gamma-ray Sensor	ESA	Space radiometer or spectrometer	Solar and space environment monitors|Space radiometer or spectrometer	{'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['Gamma-ray spectrometer [from GEO, HEO, MEO, LEO]', 'X-ray spectrometer [from GEO, HEO, MEO, LEO]']}}}}	1	None|None
1189	mmia	MMIA	Modular Multispectral Imaging Array	ESA	Lightning imager	Earth observation instrument|Passive optical radiometer or spectrometer|Lightning imager	[]	1	None
1190	ahsi	AHSI	Advanced Hyperspectral Imager	CNSA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	3	
1191	vims	VIMS	Visual and Infrared Multispectral Sensor	CNSA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	3	
1192	liss_v	LISS-V	Linear Imaging Self Scanner-V	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	2	
1193	apan_resourcesat_3s	APAN (ResourceSat-3S)	Advanced Panchromatic Camera	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	2	None|None|None|None|None|None|None|None
1194	hrsat_1	HRSAT-1	High Resolution Satellite - 1	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	3	
1195	trishna	TRISHNA	TRISHNA	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
1196	mats	MATS	Mesospheric Airglow/Aerosol Tomography and Spectroscopy	SNSA	Space radiometer or spectrometer	Solar and space environment monitors|Space radiometer or spectrometer	{'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['UV spectral imager [from GEO, HEO, MEO, LEO]', 'NIR/SWIR spectral imager [from GEO, HEO, MEO, LEO]']}}}}	1	None|None
1198	hysis	HySIS	Hyper Spectral Imaging Spectrometer	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	1	
1199	s_sar	S-SAR	S-band Synthetic Aperture Radar	UKSA	Imaging radar (SAR)	Earth observation instrument|Active and radio-occultation sensor|Imaging radar (SAR)	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'22': {'name': 'SAR imagers and altimeters', 'wigos-filters': ['SAR imager']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['Low-frequency SAR for vegetation mapping']}}}}	1	
1200	palsar_3	PALSAR-3	Phased-Array L-band Synthetic Aperture Radar - 3	JAXA	Imaging radar (SAR)	Earth observation instrument|Active and radio-occultation sensor|Imaging radar (SAR)	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'22': {'name': 'SAR imagers and altimeters', 'wigos-filters': ['SAR imager']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'47': {'name': 'Radar and lidar for vegetation mapping', 'wigos-filters': ['Low-frequency SAR for vegetation mapping']}}}}	1	
1201	moli_lidar	MOLI lidar	Multi-footprint Observation Lidar and Imager - Lidar componemt	JAXA	Space lidar	Earth observation instrument|Active and radio-occultation sensor|Lidar (Doppler lidar, backscatter lidar, lidar Dial, lidar altimeter)	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'32': {'name': 'Lidar (single wavelength) (in addition to radar missions mentioned in Component 1)', 'wigos-filters': ['Lidar (Altimeter - for surface)']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'47': {'name': 'Radar and lidar for vegetation mapping', 'wigos-filters': ['Multi-footprint lidar altimeter for vegetation mapping']}}}}	1	
1202	moli_imager	MOLI imager	Multi-footprint Observation Lidar and Imager - Imaging component	JAXA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	1	None|None|None|None|None|None|None|None
1203	khcs	KHCS	KhalifaSat Camera System	EIAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
1204	spaceview_24	SpaceView 24	SpaceView 24 imaging telescope	BSG	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'57': {'name': 'High-resolution optical observation constellation (commercial)', 'wigos-filters': ['High-resolution optical observation constellation (commercial)']}}}}	0	
1205	sep_meps	SEP/MEPS	Space Environment Package / Medium Energy Particles Sensor	CMA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at LEO', 'Proton sensor at LEO']}}}}	2	None|None
1206	sep_leps	SEP/LEPS	Space Environment Package / Low Energy Particles Sensor	CMA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at GEO', 'Proton sensor at GEO']}}}}	2	None|None
1207	seuvi_fy_4	SEUVI (FY-4)	Solar Extreme-UltraViolet Imager	CMA	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar EUV imager [from L1, GEO, LEO]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['EUV spectrometer [from GEO, HEO, MEO, LEO]']}}}}	0	None|None
1208	sxus	SXUS	Solar X-EUV Irradiance Sensor	CMA	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'27': {'name': 'X-ray spectrograph on GEO orbit', 'wigos-filters': ['X-ray spectrometer at GEO']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar X-ray spectrometer [from L1, GEO, LEO]', 'Solar EUV spectrometer [from L1, GEO, LEO]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['X-ray spectrometer [from GEO, HEO, MEO, LEO]', 'EUV spectrometer [from GEO, HEO, MEO, LEO]']}}}}	3	None|None
1209	musi	MUSI	Multiband Ionospheric Ultra-Violet Spectrum Imager	CMA	Space radiometer or spectrometer	Solar and space environment monitors|Space radiometer or spectrometer	{'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['UV spectral imager [from GEO, HEO, MEO, LEO]']}}}}	0	None|None|None|None
1210	ccor_1	CCOR-1	Compact CORonagraph-1	NRL	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'25': {'name': 'Solar coronagraph and radio- spectrograph, at L1', 'wigos-filters': ['Solar coronographic imager at L1']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'43': {'name': 'Solar coronagraph and heliospheric imagery both on the Earth-Sun line and off the Earth-Sun line (e.g. L5 point)', 'wigos-filters': ['Solar coronographic imager [from L1, GEO, LEO]']}}}}	1	None
1211	swis_swips	SWIS/SWiPS	Space Weather Instrument Suite / Solar Wind Plasma Sensor	NASA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Electron sensor', 'Solar wind at L1 - Proton sensor', 'Solar wind at L1 - Alpha-particle sensor', 'Solar wind at L1 - Heavy ion sensor', 'Solar wind at L1 - Plasma density sensor', 'Solar wind at L1 - Plasma temperature sensor', 'Solar wind at L1 - Plasma velocity sensor']}}}}	3	None|None|None
1212	swis_stis	SWIS/STIS	Space Weather Instrument Suite / SupraThermal Ion Sensor	NASA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Heavy ion sensor']}}}}	3	None
1213	swis_mag	SWIS/MAG	Space Weather Instrument Suite / Magnetometer	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Magnetometer']}}}}	3	None
1214	raincube	RainCube	Radar In a CubeSat	NASA	Cloud and precipitation radar	Earth observation instrument|Active and radio-occultation sensor|Cloud and precipitation radar	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'16': {'name': 'Precipitation radars and cloud radars', 'wigos-filters': ['Precipitation radar and cloud radar']}}}}	1	None|None
1215	cowvr	COWVR	Compact Ocean Wind Vector Radiometer	NASA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'17': {'name': 'MW sounder and imagery in inclined orbits ', 'wigos-filters': ['\tMW sounder and imager in inclined orbits']}}}}	1	
1216	hisui	HISUI	Hyperspectral Imager Suite	METI	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	1	
1217	evm	EvM	Event Monitoring camera	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	0	
